JIS X 0208 由来の Unicode 文字全部


Unicode® Standard Annex #11
East Asian Width
http://www.unicode.org/reports/tr11/


属性		意味
--------------------------------
F   Fullwidth	常に全角 (2 幅)
H   Halfwidth	常に半角 (1 幅)
W   Wide	全角で表示される
Na  Narrow	半角で表示される
A   Ambiguous	環境依存
N   Neutral	幅の概念がない


JIS UNICODE 属{字}
------------------
4928 U+819D W {膝}
4929 U+83F1 W {菱}
492A U+8098 W {肘}
492B U+5F3C W {弼}
492C U+5FC5 W {必}
492D U+7562 W {畢}
492E U+7B46 W {筆}
492F U+903C W {逼}
4930 U+6867 W {桧}
4931 U+59EB W {姫}
4932 U+5A9B W {媛}
4933 U+7D10 W {紐}
4934 U+767E W {百}
4935 U+8B2C W {謬}
4936 U+4FF5 W {俵}
4937 U+5F6A W {彪}
4938 U+6A19 W {標}
4939 U+6C37 W {氷}
493A U+6F02 W {漂}
493B U+74E2 W {瓢}
493C U+7968 W {票}
493D U+8868 W {表}
493E U+8A55 W {評}
493F U+8C79 W {豹}
4940 U+5EDF W {廟}
4941 U+63CF W {描}
4942 U+75C5 W {病}
4943 U+79D2 W {秒}
4944 U+82D7 W {苗}
4945 U+9328 W {錨}
4946 U+92F2 W {鋲}
4947 U+849C W {蒜}
4948 U+86ED W {蛭}
4949 U+9C2D W {鰭}
494A U+54C1 W {品}
494B U+5F6C W {彬}
494C U+658C W {斌}
494D U+6D5C W {浜}
494E U+7015 W {瀕}
494F U+8CA7 W {貧}
4950 U+8CD3 W {賓}
4951 U+983B W {頻}
4952 U+654F W {敏}
4953 U+74F6 W {瓶}
4954 U+4E0D W {不}
4955 U+4ED8 W {付}
4956 U+57E0 W {埠}
4957 U+592B W {夫}
4958 U+5A66 W {婦}
4959 U+5BCC W {富}
495A U+51A8 W {冨}
495B U+5E03 W {布}
495C U+5E9C W {府}
495D U+6016 W {怖}
495E U+6276 W {扶}
495F U+6577 W {敷}
4960 U+65A7 W {斧}
4961 U+666E W {普}
4962 U+6D6E W {浮}
4963 U+7236 W {父}
4964 U+7B26 W {符}
4965 U+8150 W {腐}
4966 U+819A W {膚}
4967 U+8299 W {芙}
4968 U+8B5C W {譜}
4969 U+8CA0 W {負}
496A U+8CE6 W {賦}
496B U+8D74 W {赴}
496C U+961C W {阜}
496D U+9644 W {附}
496E U+4FAE W {侮}
496F U+64AB W {撫}
4970 U+6B66 W {武}
4971 U+821E W {舞}
4972 U+8461 W {葡}
4973 U+856A W {蕪}
4974 U+90E8 W {部}
4975 U+5C01 W {封}
4976 U+6953 W {楓}
4977 U+98A8 W {風}
4978 U+847A W {葺}
4979 U+8557 W {蕗}
497A U+4F0F W {伏}
497B U+526F W {副}
497C U+5FA9 W {復}
497D U+5E45 W {幅}
497E U+670D W {服}
4A21 U+798F W {福}
4A22 U+8179 W {腹}
4A23 U+8907 W {複}
4A24 U+8986 W {覆}
4A25 U+6DF5 W {淵}
4A26 U+5F17 W {弗}
4A27 U+6255 W {払}
4A28 U+6CB8 W {沸}
4A29 U+4ECF W {仏}
4A2A U+7269 W {物}
4A2B U+9B92 W {鮒}
4A2C U+5206 W {分}
4A2D U+543B W {吻}
4A2E U+5674 W {噴}
4A2F U+58B3 W {墳}
4A30 U+61A4 W {憤}
4A31 U+626E W {扮}
4A32 U+711A W {焚}
4A33 U+596E W {奮}
4A34 U+7C89 W {粉}
4A35 U+7CDE W {糞}
4A36 U+7D1B W {紛}
4A37 U+96F0 W {雰}
4A38 U+6587 W {文}
4A39 U+805E W {聞}
4A3A U+4E19 W {丙}
4A3B U+4F75 W {併}
4A3C U+5175 W {兵}
4A3D U+5840 W {塀}
4A3E U+5E63 W {幣}
4A3F U+5E73 W {平}
4A40 U+5F0A W {弊}
4A41 U+67C4 W {柄}
4A42 U+4E26 W {並}
4A43 U+853D W {蔽}
4A44 U+9589 W {閉}
4A45 U+965B W {陛}
4A46 U+7C73 W {米}
4A47 U+9801 W {頁}
4A48 U+50FB W {僻}
4A49 U+58C1 W {壁}
4A4A U+7656 W {癖}
4A4B U+78A7 W {碧}
4A4C U+5225 W {別}
4A4D U+77A5 W {瞥}
4A4E U+8511 W {蔑}
4A4F U+7B86 W {箆}
4A50 U+504F W {偏}
4A51 U+5909 W {変}
4A52 U+7247 W {片}
4A53 U+7BC7 W {篇}
4A54 U+7DE8 W {編}
4A55 U+8FBA W {辺}
4A56 U+8FD4 W {返}
4A57 U+904D W {遍}
4A58 U+4FBF W {便}
4A59 U+52C9 W {勉}
4A5A U+5A29 W {娩}
4A5B U+5F01 W {弁}
4A5C U+97AD W {鞭}
4A5D U+4FDD W {保}
4A5E U+8217 W {舗}
4A5F U+92EA W {鋪}
4A60 U+5703 W {圃}
4A61 U+6355 W {捕}
4A62 U+6B69 W {歩}
4A63 U+752B W {甫}
4A64 U+88DC W {補}
4A65 U+8F14 W {輔}
4A66 U+7A42 W {穂}
4A67 U+52DF W {募}
4A68 U+5893 W {墓}
4A69 U+6155 W {慕}
4A6A U+620A W {戊}
4A6B U+66AE W {暮}
4A6C U+6BCD W {母}
4A6D U+7C3F W {簿}
4A6E U+83E9 W {菩}
4A6F U+5023 W {倣}
4A70 U+4FF8 W {俸}
4A71 U+5305 W {包}
4A72 U+5446 W {呆}
4A73 U+5831 W {報}
4A74 U+5949 W {奉}
4A75 U+5B9D W {宝}
4A76 U+5CF0 W {峰}
4A77 U+5CEF W {峯}
4A78 U+5D29 W {崩}
4A79 U+5E96 W {庖}
4A7A U+62B1 W {抱}
4A7B U+6367 W {捧}
4A7C U+653E W {放}
4A7D U+65B9 W {方}
4A7E U+670B W {朋}
4B21 U+6CD5 W {法}
4B22 U+6CE1 W {泡}
4B23 U+70F9 W {烹}
4B24 U+7832 W {砲}
4B25 U+7E2B W {縫}
4B26 U+80DE W {胞}
4B27 U+82B3 W {芳}
4B28 U+840C W {萌}
4B29 U+84EC W {蓬}
4B2A U+8702 W {蜂}
4B2B U+8912 W {褒}
4B2C U+8A2A W {訪}
4B2D U+8C4A W {豊}
4B2E U+90A6 W {邦}
4B2F U+92D2 W {鋒}
4B30 U+98FD W {飽}
4B31 U+9CF3 W {鳳}
4B32 U+9D6C W {鵬}
4B33 U+4E4F W {乏}
4B34 U+4EA1 W {亡}
4B35 U+508D W {傍}
4B36 U+5256 W {剖}
4B37 U+574A W {坊}
4B38 U+59A8 W {妨}
4B39 U+5E3D W {帽}
4B3A U+5FD8 W {忘}
4B3B U+5FD9 W {忙}
4B3C U+623F W {房}
4B3D U+66B4 W {暴}
4B3E U+671B W {望}
4B3F U+67D0 W {某}
4B40 U+68D2 W {棒}
4B41 U+5192 W {冒}
4B42 U+7D21 W {紡}
4B43 U+80AA W {肪}
4B44 U+81A8 W {膨}
4B45 U+8B00 W {謀}
4B46 U+8C8C W {貌}
4B47 U+8CBF W {貿}
4B48 U+927E W {鉾}
4B49 U+9632 W {防}
4B4A U+5420 W {吠}
4B4B U+982C W {頬}
4B4C U+5317 W {北}
4B4D U+50D5 W {僕}
4B4E U+535C W {卜}
4B4F U+58A8 W {墨}
4B50 U+64B2 W {撲}
4B51 U+6734 W {朴}
4B52 U+7267 W {牧}
4B53 U+7766 W {睦}
4B54 U+7A46 W {穆}
4B55 U+91E6 W {釦}
4B56 U+52C3 W {勃}
4B57 U+6CA1 W {没}
4B58 U+6B86 W {殆}
4B59 U+5800 W {堀}
4B5A U+5E4C W {幌}
4B5B U+5954 W {奔}
4B5C U+672C W {本}
4B5D U+7FFB W {翻}
4B5E U+51E1 W {凡}
4B5F U+76C6 W {盆}
4B60 U+6469 W {摩}
4B61 U+78E8 W {磨}
4B62 U+9B54 W {魔}
4B63 U+9EBB W {麻}
4B64 U+57CB W {埋}
4B65 U+59B9 W {妹}
4B66 U+6627 W {昧}
4B67 U+679A W {枚}
4B68 U+6BCE W {毎}
4B69 U+54E9 W {哩}
4B6A U+69D9 W {槙}
4B6B U+5E55 W {幕}
4B6C U+819C W {膜}
4B6D U+6795 W {枕}
4B6E U+9BAA W {鮪}
4B6F U+67FE W {柾}
4B70 U+9C52 W {鱒}
4B71 U+685D W {桝}
4B72 U+4EA6 W {亦}
4B73 U+4FE3 W {俣}
4B74 U+53C8 W {又}
4B75 U+62B9 W {抹}
4B76 U+672B W {末}
4B77 U+6CAB W {沫}
4B78 U+8FC4 W {迄}
4B79 U+4FAD W {侭}
4B7A U+7E6D W {繭}
4B7B U+9EBF W {麿}
4B7C U+4E07 W {万}
4B7D U+6162 W {慢}
4B7E U+6E80 W {満}
4C21 U+6F2B W {漫}
4C22 U+8513 W {蔓}
4C23 U+5473 W {味}
4C24 U+672A W {未}
4C25 U+9B45 W {魅}
4C26 U+5DF3 W {巳}
4C27 U+7B95 W {箕}
4C28 U+5CAC W {岬}
4C29 U+5BC6 W {密}
4C2A U+871C W {蜜}
4C2B U+6E4A W {湊}
4C2C U+84D1 W {蓑}
4C2D U+7A14 W {稔}
4C2E U+8108 W {脈}
4C2F U+5999 W {妙}
4C30 U+7C8D W {粍}
4C31 U+6C11 W {民}
4C32 U+7720 W {眠}
4C33 U+52D9 W {務}
4C34 U+5922 W {夢}
4C35 U+7121 W {無}
4C36 U+725F W {牟}
4C37 U+77DB W {矛}
4C38 U+9727 W {霧}
4C39 U+9D61 W {鵡}
4C3A U+690B W {椋}
4C3B U+5A7F W {婿}
4C3C U+5A18 W {娘}
4C3D U+51A5 W {冥}
4C3E U+540D W {名}
4C3F U+547D W {命}
4C40 U+660E W {明}
4C41 U+76DF W {盟}
4C42 U+8FF7 W {迷}
4C43 U+9298 W {銘}
4C44 U+9CF4 W {鳴}
4C45 U+59EA W {姪}
4C46 U+725D W {牝}
4C47 U+6EC5 W {滅}
4C48 U+514D W {免}
4C49 U+68C9 W {棉}
4C4A U+7DBF W {綿}
4C4B U+7DEC W {緬}
4C4C U+9762 W {面}
4C4D U+9EBA W {麺}
4C4E U+6478 W {摸}
4C4F U+6A21 W {模}
4C50 U+8302 W {茂}
4C51 U+5984 W {妄}
4C52 U+5B5F W {孟}
4C53 U+6BDB W {毛}
4C54 U+731B W {猛}
4C55 U+76F2 W {盲}
4C56 U+7DB2 W {網}
4C57 U+8017 W {耗}
4C58 U+8499 W {蒙}
4C59 U+5132 W {儲}
4C5A U+6728 W {木}
4C5B U+9ED9 W {黙}
4C5C U+76EE W {目}
4C5D U+6762 W {杢}
4C5E U+52FF W {勿}
4C5F U+9905 W {餅}
4C60 U+5C24 W {尤}
4C61 U+623B W {戻}
4C62 U+7C7E W {籾}
4C63 U+8CB0 W {貰}
4C64 U+554F W {問}
4C65 U+60B6 W {悶}
4C66 U+7D0B W {紋}
4C67 U+9580 W {門}
4C68 U+5301 W {匁}
4C69 U+4E5F W {也}
4C6A U+51B6 W {冶}
4C6B U+591C W {夜}
4C6C U+723A W {爺}
4C6D U+8036 W {耶}
4C6E U+91CE W {野}
4C6F U+5F25 W {弥}
4C70 U+77E2 W {矢}
4C71 U+5384 W {厄}
4C72 U+5F79 W {役}
4C73 U+7D04 W {約}
4C74 U+85AC W {薬}
4C75 U+8A33 W {訳}
4C76 U+8E8D W {躍}
4C77 U+9756 W {靖}
4C78 U+67F3 W {柳}
4C79 U+85AE W {薮}
4C7A U+9453 W {鑓}
4C7B U+6109 W {愉}
4C7C U+6108 W {愈}
4C7D U+6CB9 W {油}
4C7E U+7652 W {癒}
4D21 U+8AED W {諭}
4D22 U+8F38 W {輸}
4D23 U+552F W {唯}
4D24 U+4F51 W {佑}
4D25 U+512A W {優}
4D26 U+52C7 W {勇}
4D27 U+53CB W {友}
4D28 U+5BA5 W {宥}
4D29 U+5E7D W {幽}
4D2A U+60A0 W {悠}
4D2B U+6182 W {憂}
4D2C U+63D6 W {揖}
4D2D U+6709 W {有}
4D2E U+67DA W {柚}
4D2F U+6E67 W {湧}
4D30 U+6D8C W {涌}
4D31 U+7336 W {猶}
4D32 U+7337 W {猷}
4D33 U+7531 W {由}
4D34 U+7950 W {祐}
4D35 U+88D5 W {裕}
4D36 U+8A98 W {誘}
4D37 U+904A W {遊}
4D38 U+9091 W {邑}
4D39 U+90F5 W {郵}
4D3A U+96C4 W {雄}
4D3B U+878D W {融}
4D3C U+5915 W {夕}
4D3D U+4E88 W {予}
4D3E U+4F59 W {余}
4D3F U+4E0E W {与}
4D40 U+8A89 W {誉}
4D41 U+8F3F W {輿}
4D42 U+9810 W {預}
4D43 U+50AD W {傭}
4D44 U+5E7C W {幼}
4D45 U+5996 W {妖}
4D46 U+5BB9 W {容}
4D47 U+5EB8 W {庸}
4D48 U+63DA W {揚}
4D49 U+63FA W {揺}
4D4A U+64C1 W {擁}
4D4B U+66DC W {曜}
4D4C U+694A W {楊}
4D4D U+69D8 W {様}
4D4E U+6D0B W {洋}
4D4F U+6EB6 W {溶}
4D50 U+7194 W {熔}
4D51 U+7528 W {用}
4D52 U+7AAF W {窯}
4D53 U+7F8A W {羊}
4D54 U+8000 W {耀}
4D55 U+8449 W {葉}
4D56 U+84C9 W {蓉}
4D57 U+8981 W {要}
4D58 U+8B21 W {謡}
4D59 U+8E0A W {踊}
4D5A U+9065 W {遥}
4D5B U+967D W {陽}
4D5C U+990A W {養}
4D5D U+617E W {慾}
4D5E U+6291 W {抑}
4D5F U+6B32 W {欲}
4D60 U+6C83 W {沃}
4D61 U+6D74 W {浴}
4D62 U+7FCC W {翌}
4D63 U+7FFC W {翼}
4D64 U+6DC0 W {淀}
4D65 U+7F85 W {羅}
4D66 U+87BA W {螺}
4D67 U+88F8 W {裸}
4D68 U+6765 W {来}
4D69 U+83B1 W {莱}
4D6A U+983C W {頼}
4D6B U+96F7 W {雷}
4D6C U+6D1B W {洛}
4D6D U+7D61 W {絡}
4D6E U+843D W {落}
4D6F U+916A W {酪}
4D70 U+4E71 W {乱}
4D71 U+5375 W {卵}
4D72 U+5D50 W {嵐}
4D73 U+6B04 W {欄}
4D74 U+6FEB W {濫}
4D75 U+85CD W {藍}
4D76 U+862D W {蘭}
4D77 U+89A7 W {覧}
4D78 U+5229 W {利}
4D79 U+540F W {吏}
4D7A U+5C65 W {履}
4D7B U+674E W {李}
4D7C U+68A8 W {梨}
4D7D U+7406 W {理}
4D7E U+7483 W {璃}
4E21 U+75E2 W {痢}
4E22 U+88CF W {裏}
4E23 U+88E1 W {裡}
4E24 U+91CC W {里}
4E25 U+96E2 W {離}
4E26 U+9678 W {陸}
4E27 U+5F8B W {律}
4E28 U+7387 W {率}
4E29 U+7ACB W {立}
4E2A U+844E W {葎}
4E2B U+63A0 W {掠}
4E2C U+7565 W {略}
4E2D U+5289 W {劉}
4E2E U+6D41 W {流}
4E2F U+6E9C W {溜}
4E30 U+7409 W {琉}
4E31 U+7559 W {留}
4E32 U+786B W {硫}
4E33 U+7C92 W {粒}
4E34 U+9686 W {隆}
4E35 U+7ADC W {竜}
4E36 U+9F8D W {龍}
4E37 U+4FB6 W {侶}
4E38 U+616E W {慮}
4E39 U+65C5 W {旅}
4E3A U+865C W {虜}
4E3B U+4E86 W {了}
4E3C U+4EAE W {亮}
4E3D U+50DA W {僚}
4E3E U+4E21 W {両}
4E3F U+51CC W {凌}
4E40 U+5BEE W {寮}
4E41 U+6599 W {料}
4E42 U+6881 W {梁}
4E43 U+6DBC W {涼}
4E44 U+731F W {猟}
4E45 U+7642 W {療}
4E46 U+77AD W {瞭}
4E47 U+7A1C W {稜}
4E48 U+7CE7 W {糧}
4E49 U+826F W {良}
4E4A U+8AD2 W {諒}
4E4B U+907C W {遼}
4E4C U+91CF W {量}
4E4D U+9675 W {陵}
4E4E U+9818 W {領}
4E4F U+529B W {力}
4E50 U+7DD1 W {緑}
4E51 U+502B W {倫}
4E52 U+5398 W {厘}
4E53 U+6797 W {林}
4E54 U+6DCB W {淋}
4E55 U+71D0 W {燐}
4E56 U+7433 W {琳}
4E57 U+81E8 W {臨}
4E58 U+8F2A W {輪}
4E59 U+96A3 W {隣}
4E5A U+9C57 W {鱗}
4E5B U+9E9F W {麟}
4E5C U+7460 W {瑠}
4E5D U+5841 W {塁}
4E5E U+6D99 W {涙}
4E5F U+7D2F W {累}
4E60 U+985E W {類}
4E61 U+4EE4 W {令}
4E62 U+4F36 W {伶}
4E63 U+4F8B W {例}
4E64 U+51B7 W {冷}
4E65 U+52B1 W {励}
4E66 U+5DBA W {嶺}
4E67 U+601C W {怜}
4E68 U+73B2 W {玲}
4E69 U+793C W {礼}
4E6A U+82D3 W {苓}
4E6B U+9234 W {鈴}
4E6C U+96B7 W {隷}
4E6D U+96F6 W {零}
4E6E U+970A W {霊}
4E6F U+9E97 W {麗}
4E70 U+9F62 W {齢}
4E71 U+66A6 W {暦}
4E72 U+6B74 W {歴}
4E73 U+5217 W {列}
4E74 U+52A3 W {劣}
4E75 U+70C8 W {烈}
4E76 U+88C2 W {裂}
4E77 U+5EC9 W {廉}
4E78 U+604B W {恋}
4E79 U+6190 W {憐}
4E7A U+6F23 W {漣}
4E7B U+7149 W {煉}
4E7C U+7C3E W {簾}
4E7D U+7DF4 W {練}
4E7E U+806F W {聯}
4F21 U+84EE W {蓮}
4F22 U+9023 W {連}
4F23 U+932C W {錬}
4F24 U+5442 W {呂}
4F25 U+9B6F W {魯}
4F26 U+6AD3 W {櫓}
4F27 U+7089 W {炉}
4F28 U+8CC2 W {賂}
4F29 U+8DEF W {路}
4F2A U+9732 W {露}
4F2B U+52B4 W {労}
4F2C U+5A41 W {婁}
4F2D U+5ECA W {廊}
4F2E U+5F04 W {弄}
4F2F U+6717 W {朗}
4F30 U+697C W {楼}
4F31 U+6994 W {榔}
4F32 U+6D6A W {浪}
4F33 U+6F0F W {漏}
4F34 U+7262 W {牢}
4F35 U+72FC W {狼}
4F36 U+7BED W {篭}
4F37 U+8001 W {老}
4F38 U+807E W {聾}
4F39 U+874B W {蝋}
4F3A U+90CE W {郎}
4F3B U+516D W {六}
4F3C U+9E93 W {麓}
4F3D U+7984 W {禄}
4F3E U+808B W {肋}
4F3F U+9332 W {録}
4F40 U+8AD6 W {論}
4F41 U+502D W {倭}
4F42 U+548C W {和}
4F43 U+8A71 W {話}
4F44 U+6B6A W {歪}
4F45 U+8CC4 W {賄}
4F46 U+8107 W {脇}
4F47 U+60D1 W {惑}
4F48 U+67A0 W {枠}
4F49 U+9DF2 W {鷲}
4F4A U+4E99 W {亙}
4F4B U+4E98 W {亘}
4F4C U+9C10 W {鰐}
4F4D U+8A6B W {詫}
4F4E U+85C1 W {藁}
4F4F U+8568 W {蕨}
4F50 U+6900 W {椀}
4F51 U+6E7E W {湾}
4F52 U+7897 W {碗}
4F53 U+8155 W {腕}
5021 U+5F0C W {弌}
5022 U+4E10 W {丐}
5023 U+4E15 W {丕}
5024 U+4E2A W {个}
5025 U+4E31 W {丱}
5026 U+4E36 W {丶}
5027 U+4E3C W {丼}
5028 U+4E3F W {丿}
5029 U+4E42 W {乂}
502A U+4E56 W {乖}
502B U+4E58 W {乘}
502C U+4E82 W {亂}
502D U+4E85 W {亅}
502E U+8C6B W {豫}
502F U+4E8A W {亊}
5030 U+8212 W {舒}
5031 U+5F0D W {弍}
5032 U+4E8E W {于}
5033 U+4E9E W {亞}
5034 U+4E9F W {亟}
5035 U+4EA0 W {亠}
5036 U+4EA2 W {亢}
5037 U+4EB0 W {亰}
5038 U+4EB3 W {亳}
5039 U+4EB6 W {亶}
503A U+4ECE W {从}
503B U+4ECD W {仍}
503C U+4EC4 W {仄}
503D U+4EC6 W {仆}
503E U+4EC2 W {仂}
503F U+4ED7 W {仗}
5040 U+4EDE W {仞}
5041 U+4EED W {仭}
5042 U+4EDF W {仟}
5043 U+4EF7 W {价}
5044 U+4F09 W {伉}
5045 U+4F5A W {佚}
5046 U+4F30 W {估}
5047 U+4F5B W {佛}
5048 U+4F5D W {佝}
5049 U+4F57 W {佗}
504A U+4F47 W {佇}
504B U+4F76 W {佶}
504C U+4F88 W {侈}
504D U+4F8F W {侏}
504E U+4F98 W {侘}
504F U+4F7B W {佻}
5050 U+4F69 W {佩}
5051 U+4F70 W {佰}
5052 U+4F91 W {侑}
5053 U+4F6F W {佯}
5054 U+4F86 W {來}
5055 U+4F96 W {侖}
5056 U+5118 W {儘}
5057 U+4FD4 W {俔}
5058 U+4FDF W {俟}
5059 U+4FCE W {俎}
505A U+4FD8 W {俘}
505B U+4FDB W {俛}
505C U+4FD1 W {俑}
505D U+4FDA W {俚}
505E U+4FD0 W {俐}
505F U+4FE4 W {俤}
5060 U+4FE5 W {俥}
5061 U+501A W {倚}
5062 U+5028 W {倨}
5063 U+5014 W {倔}
5064 U+502A W {倪}
5065 U+5025 W {倥}
5066 U+5005 W {倅}
5067 U+4F1C W {伜}
5068 U+4FF6 W {俶}
5069 U+5021 W {倡}
506A U+5029 W {倩}
506B U+502C W {倬}
506C U+4FFE W {俾}
506D U+4FEF W {俯}
506E U+5011 W {們}
5070 U+5043 W {偃}
5071 U+5047 W {假}
5072 U+6703 W {會}
5073 U+5055 W {偕}
5074 U+5050 W {偐}
5075 U+5048 W {偈}
5076 U+505A W {做}
5077 U+5056 W {偖}
5078 U+506C W {偬}
5079 U+5078 W {偸}
507A U+5080 W {傀}
507B U+509A W {傚}
507C U+5085 W {傅}
507D U+50B4 W {傴}
507E U+50B2 W {傲}
5121 U+50C9 W {僉}
5122 U+50CA W {僊}
5123 U+50B3 W {傳}
5124 U+50C2 W {僂}
5125 U+50D6 W {僖}
5126 U+50DE W {僞}
5127 U+50E5 W {僥}
5128 U+50ED W {僭}
5129 U+50E3 W {僣}
512A U+50EE W {僮}
512B U+50F9 W {價}
512C U+50F5 W {僵}
512D U+5109 W {儉}
512E U+5101 W {儁}
512F U+5102 W {儂}
5130 U+5116 W {儖}
5131 U+5115 W {儕}
5132 U+5114 W {儔}
5133 U+511A W {儚}
5134 U+5121 W {儡}
5135 U+513A W {儺}
5136 U+5137 W {儷}
5137 U+513C W {儼}
5138 U+513B W {儻}
5139 U+513F W {儿}
513A U+5140 W {兀}
513B U+5152 W {兒}
513C U+514C W {兌}
513D U+5154 W {兔}
513E U+5162 W {兢}
513F U+7AF8 W {竸}
5140 U+5169 W {兩}
5141 U+516A W {兪}
5142 U+516E W {兮}
5143 U+5180 W {冀}
5144 U+5182 W {冂}
5145 U+56D8 W {囘}
5146 U+518C W {册}
5147 U+5189 W {冉}
5148 U+518F W {冏}
5149 U+5191 W {冑}
514A U+5193 W {冓}
514B U+5195 W {冕}
514C U+5196 W {冖}
514D U+51A4 W {冤}
514E U+51A6 W {冦}
514F U+51A2 W {冢}
5150 U+51A9 W {冩}
5151 U+51AA W {冪}
5152 U+51AB W {冫}
5153 U+51B3 W {决}
5154 U+51B1 W {冱}
5155 U+51B2 W {冲}
5156 U+51B0 W {冰}
5157 U+51B5 W {况}
5158 U+51BD W {冽}
5159 U+51C5 W {凅}
515A U+51C9 W {凉}
515B U+51DB W {凛}
515C U+51E0 W {几}
515D U+8655 W {處}
515E U+51E9 W {凩}
515F U+51ED W {凭}
5160 U+51F0 W {凰}
5161 U+51F5 W {凵}
5162 U+51FE W {凾}
5163 U+5204 W {刄}
5164 U+520B W {刋}
5165 U+5214 W {刔}
5166 U+520E W {刎}
5167 U+5227 W {刧}
5168 U+522A W {刪}
5169 U+522E W {刮}
516A U+5233 W {刳}
516B U+5239 W {刹}
516C U+524F W {剏}
516D U+5244 W {剄}
516E U+524B W {剋}
516F U+524C W {剌}
5170 U+525E W {剞}
5171 U+5254 W {剔}
5172 U+526A W {剪}
5173 U+5274 W {剴}
5174 U+5269 W {剩}
5175 U+5273 W {剳}
5176 U+527F W {剿}
5177 U+527D W {剽}
5178 U+528D W {劍}
5179 U+5294 W {劔}
517A U+5292 W {劒}
517B U+5271 W {剱}
517C U+5288 W {劈}
517D U+5291 W {劑}
517E U+8FA8 W {辨}
5221 U+8FA7 W {辧}
5222 U+52AC W {劬}
5223 U+52AD W {劭}
5224 U+52BC W {劼}
5225 U+52B5 W {劵}
5226 U+52C1 W {勁}
5227 U+52CD W {勍}
5228 U+52D7 W {勗}
5229 U+52DE W {勞}
522A U+52E3 W {勣}
522B U+52E6 W {勦}
522C U+98ED W {飭}
522D U+52E0 W {勠}
522E U+52F3 W {勳}
522F U+52F5 W {勵}
5230 U+52F8 W {勸}
5231 U+5306 W {匆}
5232 U+5308 W {匈}
5233 U+7538 W {甸}
5234 U+530D W {匍}
5235 U+5310 W {匐}
5236 U+530F W {匏}
5237 U+5315 W {匕}
5238 U+531A W {匚}
5239 U+5323 W {匣}
523A U+532F W {匯}
523B U+5331 W {匱}
523C U+5333 W {匳}
523D U+5338 W {匸}
523E U+5340 W {區}
5240 U+5346 W {卆}
5241 U+5345 W {卅}
5242 U+4E17 W {丗}
5243 U+5349 W {卉}
5244 U+534D W {卍}
5245 U+51D6 W {凖}
5246 U+535E W {卞}
5247 U+5369 W {卩}
5248 U+536E W {卮}
5249 U+5918 W {夘}
524A U+537B W {卻}
524B U+5377 W {卷}
524C U+5382 W {厂}
524D U+5396 W {厖}
524E U+53A0 W {厠}
524F U+53A6 W {厦}
5250 U+53A5 W {厥}
5251 U+53AE W {厮}
5252 U+53B0 W {厰}
5253 U+53B6 W {厶}
5254 U+53C3 W {參}
5255 U+7C12 W {簒}
5256 U+96D9 W {雙}
5257 U+53DF W {叟}
5258 U+66FC W {曼}
5259 U+71EE W {燮}
525A U+53EE W {叮}
525B U+53E8 W {叨}
525C U+53ED W {叭}
525D U+53FA W {叺}
525E U+5401 W {吁}
525F U+543D W {吽}
5260 U+5440 W {呀}
5261 U+542C W {听}
5262 U+542D W {吭}
5263 U+543C W {吼}
5264 U+542E W {吮}
5265 U+5436 W {吶}
5266 U+5429 W {吩}
5267 U+541D W {吝}
5268 U+548F W {咏}
5269 U+5475 W {呵}
526A U+548E W {咎}
526B U+545F W {呟}
526C U+5471 W {呱}
526D U+5477 W {呷}
526E U+5470 W {呰}
5270 U+5492 W {咒}
5271 U+547B W {呻}
5272 U+5480 W {咀}
5273 U+5476 W {呶}
5274 U+5484 W {咄}
5275 U+5490 W {咐}
5276 U+5486 W {咆}
5277 U+54C7 W {哇}
5278 U+54A2 W {咢}
5279 U+54B8 W {咸}
527A U+54A5 W {咥}
527B U+54AC W {咬}
527C U+54C4 W {哄}
527D U+54C8 W {哈}
527E U+54A8 W {咨}
5321 U+54AB W {咫}
5322 U+54C2 W {哂}
5323 U+54A4 W {咤}
5324 U+54BE W {咾}
5325 U+54BC W {咼}
5326 U+54D8 W {哘}
5327 U+54E5 W {哥}
5328 U+54E6 W {哦}
5329 U+550F W {唏}
532A U+5514 W {唔}
532B U+54FD W {哽}
532C U+54EE W {哮}
532D U+54ED W {哭}
532E U+54FA W {哺}
532F U+54E2 W {哢}
5330 U+5539 W {唹}
5331 U+5540 W {啀}
5332 U+5563 W {啣}
5333 U+554C W {啌}
5334 U+552E W {售}
5335 U+555C W {啜}
5336 U+5545 W {啅}
5337 U+5556 W {啖}
5338 U+5557 W {啗}
5339 U+5538 W {唸}
533A U+5533 W {唳}
533B U+555D W {啝}
533C U+5599 W {喙}
533D U+5580 W {喀}
533E U+54AF W {咯}
533F U+558A W {喊}
5340 U+559F W {喟}
5341 U+557B W {啻}
5342 U+557E W {啾}
5343 U+5598 W {喘}
5344 U+559E W {喞}
5345 U+55AE W {單}
5346 U+557C W {啼}
5347 U+5583 W {喃}
5348 U+55A9 W {喩}
5349 U+5587 W {喇}
534A U+55A8 W {喨}
534B U+55DA W {嗚}
534C U+55C5 W {嗅}
534D U+55DF W {嗟}
534E U+55C4 W {嗄}
534F U+55DC W {嗜}
5350 U+55E4 W {嗤}
5351 U+55D4 W {嗔}
5352 U+5614 W {嘔}
5353 U+55F7 W {嗷}
5354 U+5616 W {嘖}
5355 U+55FE W {嗾}
